timestamp,goodput_bps,snd_cwnd,rtt_ms,retransmits,rttvar,pacing_rate,bytes_sent,delivery_rate
0.306,18306987.96,86,1.115,0,0.106,133991123,700629,27628794
0.61,5532015.83,86,1.172,0,0.298,127489474,929413,30940170
0.911,56164693.77,154,0.957,0,0.135,279431301,3027653,25901192
1.114,89311497.54,218,1.594,0,0.355,237564628,5353053,25817054
1.361,110216037.98,298,1.658,0,0.339,312189192,8695381,22308123
1.562,104680172.61,208,0.604,1,0.052,597883870,11317421,51546925
1.762,165073076.48,145,1.202,2,0.181,209501714,15577485,48523990
1.963,173221203.0,149,0.999,2,0.04,259064315,19980853,54051080
2.164,158068247.3,106,1.078,3,0.048,170720055,23835501,33800186
2.368,151460723.49,110,4.052,3,1.292,47166414,27636501,13015730
2.573,131709277.3,115,0.948,3,0.264,210590436,31010341,27250641
2.773,149190089.91,81,0.7,4,0.094,201029244,34746197,78371134
2.974,162059407.35,82,0.595,4,0.068,239366988,38810453,48339908
3.177,174596023.57,89,0.824,4,0.085,187649203,43331389,57525539
3.378,162449466.25,92,1.008,4,0.199,158492204,47329317,55114186
3.579,156570628.37,64,0.631,5,0.118,176098812,51262101,51105882
3.782,150064473.2,73,0.859,5,0.149,147558295,55063101,33811167
3.982,153221433.77,80,0.722,5,0.143,192465212,59011797,46072727
4.182,169964537.37,86,1.362,5,0.405,109665975,63200861,50893424
4.384,173024624.18,102,1.055,5,0.277,167955650,67663597,35673012
4.585,148810326.4,80,1.043,6,0.309,133197269,71250005,21774436
4.786,145878747.72,86,0.638,6,0.144,233946927,74919573,40222222
4.987,153568420.64,68,0.706,7,0.111,167183303,78787589,39932853
5.196,160210036.24,88,1.181,7,0.218,129378149,83055893,36933233
5.397,165380844.11,88,1.744,7,0.163,87651934,87226133,22019926
5.599,163644667.64,88,0.98,7,0.105,155910068,91271845,46261980
5.799,158107014.5,91,0.884,7,0.254,178718960,95269773,52144044
6.0,170893801.98,64,0.803,8,0.073,138445564,99496989,71898383
6.204,169719039.8,61,0.845,9,0.143,125436213,103854981,32417910
6.406,140567024.76,74,1.471,9,0.15,87359592,107459053,33160305
6.608,170396434.59,74,0.694,9,0.075,185277233,111685765,74403162
6.811,153049080.49,80,0.715,9,0.037,194382800,115638805,59770972
7.013,152790623.39,49,0.9,11,0.165,94510781,119419557,62690601
7.214,163047071.9,72,0.802,11,0.106,155994014,123514501,71732718
7.414,166148672.63,88,1.021,13,0.122,149763761,127677573,92967458
7.617,169077154.65,89,1.315,13,0.187,117545957,132034645,43059474
7.819,147999598.8,43,0.959,15,0.215,77850273,135705341,27797556
8.027,144550096.12,63,0.97,15,0.171,112839891,139549781,49260519
8.233,159794148.65,49,1.121,17,0.321,75943717,143647773,51676620
8.436,185205882.1,79,1.203,17,0.21,114094877,148387077,63096011
8.637,150669038.73,79,0.937,17,0.118,146480352,152057101,56573023
8.837,153080474.28,66,0.636,18,0.072,180281548,155891029,44553846
