timestamp,goodput_bps,snd_cwnd,rtt_ms,retransmits,rttvar,pacing_rate,bytes_sent,delivery_rate
0.216,24067607.28,135,4.024,0,0.851,58288802,650293,6819952
0.422,1286695.17,135,1.867,0,0.914,125609638,683333,20834532
0.622,3764561.25,135,1.485,0,0.167,157923756,781797,58174513
0.867,1464692.22,137,1.975,0,0.662,120494122,987413,14037285
1.067,11582657.9,147,2.175,0,0.342,117437793,1313213,39702311
1.275,29427339.05,171,0.929,0,0.212,319666057,2095133,40048401
1.506,34826377.9,200,1.428,0,0.064,243361344,3137693,29917355
1.761,53025159.33,249,1.202,0,0.213,359690242,4897013,38641957
2.282,13274677.94,273,1.993,0,0.647,237940836,5439461,2039436
2.782,423949.72,34,1.436,0,0.535,68532451,5513861,21978571
3.0,0.0,34,1.436,0,0.535,68532451,5513861,21978571
3.236,44089784.07,120,1.673,0,0.378,124614970,6763453,23084057
3.801,1002772.71,120,1.192,0,0.196,174797862,6861949,26267573
4.055,1829489.99,50,0.991,0,0.195,146041351,6950277,26279491
4.427,2147221.15,49,0.832,0,0.038,170429665,6992269,36742791
4.63,14224077.94,34,0.985,1,0.323,59962852,7353621,21322623
4.831,18295412.85,35,0.963,1,0.342,63103501,7853885,62171745
5.031,30515981.51,26,0.854,2,0.265,52893428,8611197,35683527
5.426,17727382.4,29,0.85,2,0.168,59265392,9450709,33269146
5.808,886355.26,34,0.839,2,0.058,70415256,9542261,28207792
6.052,29812044.0,41,1.19,2,0.413,59854316,10464637,22783216
6.504,28187231.6,42,0.792,2,0.095,92145454,12042957,29899705
6.712,19409383.27,163,2.098,2,0.393,134967262,12572925,38736305
6.997,13037349.91,163,1.116,2,0.158,253618804,12965677,27604852
7.2,21959598.67,163,0.947,2,0.228,299040570,13522813,26510897
7.407,20240546.79,163,0.717,2,0.064,394812754,14046989,41479166
7.608,22208946.11,163,0.709,2,0.09,399406028,14603381,39645371
7.815,21508785.21,163,0.801,2,0.21,353538836,15160717,30689788
8.093,16023188.99,163,0.889,2,0.109,318503008,15717981,32314558
8.308,19540656.81,163,0.848,2,0.192,333897789,16242157,26957446
8.517,21311600.77,163,0.663,2,0.129,427031737,16799981,42425477
8.718,24766122.95,163,0.682,2,0.258,415291495,17422277,29841020
8.927,20933666.37,163,0.974,2,0.064,290602847,17979757,50856585
9.194,16973772.49,163,0.925,2,0.223,306193297,18535789,25595959
9.396,20818945.33,163,0.823,2,0.139,343776422,19059965,32271317
9.605,21329037.48,114,0.814,3,0.266,243274669,19617805,29551020
