timestamp,goodput_bps,snd_cwnd,rtt_ms,retransmits,rttvar,pacing_rate,bytes_sent,delivery_rate
0.211,25435306.29,41,0.963,0,0.118,73969214,680973,23920704
0.419,10493237.99,48,0.926,0,0.105,90045668,943061,30715151
0.619,50646740.74,52,1.05,1,0.118,86042328,2270933,40458823
0.822,133795274.31,62,1.318,2,0.207,81684162,5609245,21124668
1.022,344245520.74,252,3.595,3,0.119,121784230,14538437,102977524
1.232,337930678.92,252,1.006,3,0.113,434939359,23400197,62165445
1.432,302613293.55,252,2.274,3,0.092,192525507,30958757,101748757
1.639,256085617.52,252,1.444,3,0.103,303237673,37324165,75556826
1.839,351585618.69,252,9.427,3,0.29,46446587,46301765,38644624
2.058,238289032.37,252,1.783,3,0.193,245531758,52917677,35317073
2.295,332547252.43,253,1.668,3,0.165,263537085,62756837,33269146
2.495,295330488.97,191,2.924,4,0.101,113492895,70054765,72032487
2.701,325253186.11,201,1.444,4,0.095,241868144,78460405,55471598
2.901,324336070.48,211,2.261,4,0.204,162119655,86475085,115251481
3.107,297269271.83,154,2.253,5,0.469,118731181,94198733,23993371
3.308,298865627.15,173,1.395,5,0.112,215429400,101671861,22011896
3.508,411092546.58,194,2.241,5,0.032,150387865,112017821,112017482
3.731,286626768.71,207,1.677,5,0.205,214368293,120032501,41010893
3.931,360894382.24,179,2.527,6,0.184,123040261,129024653,86457319
4.147,281418573.54,179,1.4,6,0.031,222105078,136583213,40510760
4.348,378504211.13,188,0.919,6,0.224,355171296,145943085,56858638
4.549,297720192.13,202,4.447,6,0.611,78919662,153589973,44864212
4.766,281570217.26,212,1.47,6,0.049,250550042,161115229,18818057
4.967,186779624.67,219,1.92,6,0.398,202385001,165970373,36085183
5.177,435255095.33,247,1.505,6,0.105,285126856,177438533,24393530
5.39,242906757.5,247,1.663,6,0.228,257983139,183889373,75712418
5.592,398576857.89,256,1.237,6,0.263,359455030,193989173,49796358
5.793,240305993.0,266,1.381,6,0.289,334625592,199814477,39767366
5.994,372579674.49,286,1.321,6,0.175,376017100,209400237,29609498
6.194,360819699.42,286,1.863,6,0.326,266659655,218424173,76210526
6.42,276592960.44,298,1.781,6,0.234,290595468,226243373,23919764
6.631,386479723.6,307,1.552,6,0.338,343630372,236473493,31569767
6.831,247746294.57,314,1.336,6,0.045,408158892,242663693,32836869
7.031,447646578.75,327,2.545,6,0.273,223182677,253871213,74066496
7.242,267584056.18,330,2.099,6,0.425,273165247,260967861,22771507
7.445,311898673.57,337,1.583,6,0.123,369707963,268691493,44626885
7.645,291751689.55,342,3.682,6,0.436,161368371,275869005,83678391
7.848,296418780.25,244,1.4,7,0.343,302649701,283536445,34707574
8.048,273063350.36,252,6.558,7,0.768,66768352,290385485,45323490
8.248,378098064.03,262,3.54,7,0.196,128583872,299874229,102051315
8.448,300679559.43,272,3.842,7,0.514,122987919,307367629,74813333
8.669,307781790.34,283,1.818,7,0.363,270354367,315903589,37247588
8.871,345515737.83,292,1.111,7,0.111,456430181,324529325,28887780
9.483,40571779.78,44,2.716,7,0.673,46911734,327347685,25320218
9.708,250143.43,44,2.355,7,0.72,54093499,327347685,25682432
9.913,1276873.94,44,1.497,7,0.662,85105359,327380437,33937500
10.124,17398842.23,253,1.034,7,0.135,424951957,327838005,31603174
10.331,299634259.86,231,1.021,8,0.084,392985534,335589157,28364348
10.546,14660054.92,231,1.077,8,0.272,372386037,335983013,23168000
10.758,11122558.29,231,0.822,8,0.172,488006808,336278293,31060265
10.969,9900047.21,231,0.716,8,0.091,560398743,336539389,46916053
11.193,7957813.53,231,0.957,8,0.185,419146952,336769277,21129613
