timestamp,goodput_bps,snd_cwnd,rtt_ms,retransmits,rttvar,pacing_rate,bytes_sent,delivery_rate
0.234,971710.88,33,112.45,0,3.867,726616,52033,130701
0.455,2824992.03,96,110.386,0,0.976,2153301,158501,534441
0.675,8104624.28,277,111.621,0,1.047,6144450,669795,1542706
0.896,37066352.43,1098,111.231,3,2.293,24441377,2701353,6184827
1.117,143926671.17,4306,112.116,3,2.209,95094123,7966361,24050005
1.339,196299440.46,4437,110.994,3,0.482,98978096,13421653,24680653
1.559,196062577.0,4437,112.223,3,2.784,97893932,18877525,24878848
1.78,197633768.76,4437,110.91,3,0.496,99052724,24283955,24878848
2.003,194623976.88,4437,111.25,3,0.687,98750003,29690675,24878848
2.222,195131111.4,4437,109.539,3,0.49,100292926,35097989,24878848
2.444,196118578.56,4437,110.596,3,0.505,99333949,40537187,24878848
2.665,196402721.01,4437,110.88,3,0.709,99079748,45960291,24878848
2.884,197521358.06,4437,111.014,3,1.531,98960042,51367011,24878848
3.103,198537747.39,4437,111.777,3,1.472,98285085,56806499,24878848
3.326,194641329.21,4437,110.129,3,0.485,99755623,62229603,24878848
3.544,197781542.01,4437,110.092,3,0.504,99789149,67636613,24878848
3.764,197879045.41,4437,112.094,3,4.072,98006481,73059717,24896893
3.967,211488093.22,4437,112.53,3,0.676,97626646,78417349,24896893
4.168,182620720.13,4437,109.807,3,0.072,100047920,83020607,24896893
4.369,189705334.3,4437,109.977,3,0.568,99893155,87756331,24896893
4.57,187020276.08,4437,109.381,3,0.21,100437339,92474433,24896893
4.774,192584569.94,4437,118.069,3,0.829,93046894,97389667,24896893
5.014,124863210.73,3106,117.02,59,0.937,39431284,99775293,24896893
5.215,125376169.16,3106,121.379,59,3.425,38015184,104373109,24896893
5.415,206043632.49,3106,110.517,59,0.577,41751425,109485185,24896893
5.616,195701231.19,3106,109.868,59,0.893,41998244,114384035,24896893
5.816,188565324.38,3106,110.368,59,0.589,41807838,119134757,24896893
6.017,196038166.1,3106,110.252,59,1.12,41852015,123984087,24896893
6.219,187238185.02,3106,109.771,59,0.217,42035308,128768963,24896893
6.427,198603996.81,3106,110.335,59,1.006,41820389,133962903,24896893
6.63,205411719.97,3106,110.167,59,0.27,41884258,139123339,24896893
6.832,192377463.42,3106,110.592,59,0.936,41723158,143972669,24896893
7.036,190762149.11,3106,111.667,59,0.688,41321452,148790611,24896893
7.238,180067349.49,3106,110.231,59,0.371,41859845,153344583,24896893
7.439,201060519.94,3106,111.094,59,0.631,41534718,158424181,24896893
7.643,201538663.88,3106,110.266,59,0.147,41846559,163649863,24896893
7.846,207642215.58,3106,109.944,59,0.174,41969212,168876337,24896893
8.048,155888958.12,3106,111.371,59,0.321,41431367,172760315,24896893
8.251,194523555.91,3106,110.566,59,0.741,41732875,177740973,24896893
8.465,196210268.94,3106,111.081,59,0.528,41539392,182983039,24896893
8.667,203764911.13,3106,110.292,59,0.639,41836551,188112157,24896893
8.868,197108093.06,3106,110.179,59,0.704,41879506,193059289,24896893
9.068,189179327.24,3106,110.387,59,0.305,41800878,197794653,24896893
9.269,187978854.67,3106,110.035,59,0.173,41934408,202545891,24896893
9.471,190862300.36,3106,110.15,59,0.607,41890627,207346939,24896893
9.683,195470395.74,3106,110.365,59,0.573,41808927,212556973,24896893
9.884,204376168.23,3106,109.838,59,0.13,42009667,217685009,24896893
10.088,192452378.13,3106,110.466,59,0.216,41770842,222582989,24896893
10.29,197114347.54,3106,110.273,59,0.479,41843855,227482207,24896893
10.493,183877468.74,3106,110.753,59,0.836,41662600,232233587,24896893
10.697,194910417.32,3106,111.872,59,0.409,41245825,237214145,24896893
10.9,199739707.72,3106,110.682,59,0.89,41689184,242179423,24896893
11.102,187844507.3,3106,111.168,59,0.43,41507024,247028463,24896893
11.302,191271070.02,3106,110.343,59,0.644,41817404,251796163,24896893
11.502,192302309.16,3106,110.039,59,0.262,41932788,256548123,24896893
11.703,198744486.12,3106,112.33,59,0.639,41077564,261495411,24896893
